Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Regional_indicator_Central and Eastern Europe,Regional_indicator_Commonwealth of Independent States,Regional_indicator_East Asia,Regional_indicator_Latin America and Caribbean,Regional_indicator_Middle East and North Africa,Regional_indicator_North America and ANZ,Regional_indicator_South Asia,Regional_indicator_Southeast Asia,Regional_indicator_Sub-Saharan Africa,Regional_indicator_Western Europe
8.567,0.877,64.4,0.92,-0.002,0.885,0,1,0,0,0,0,0,0,0,0
8.503,0.902,64.7,0.935,0.103,0.931,0,1,0,0,0,0,0,0,0,0
8.251,0.807,53.92,0.925,0.439,0.688,0,0,0,0,0,0,0,1,0,0
8.307,0.79,54.44,0.867,0.478,0.58,0,0,0,0,0,0,0,1,0,0
8.366,0.807,54.96,0.886,0.416,0.637,0,0,0,0,0,0,0,1,0,0
8.548,0.691,56.3,0.882,0.459,0.587,0,0,0,0,0,0,0,1,0,0
8.611,0.693,56.6,0.8987777777777778,0.232,0.6382222222222222,0,0,0,0,0,0,0,1,0,0
8.89,0.707,58.3,0.891,0.073,0.592,0,0,0,0,0,0,0,1,0,0
8.935,0.705,58.7,0.907,0.141,0.634,0,0,0,0,0,0,0,1,0,0
8.965,0.729,59.1,0.906,0.061,0.62,0,0,0,0,0,0,0,1,0,0
8.96,0.66,59.5,0.915,0.141,0.748,0,0,0,0,0,0,0,1,0,0
10.032,0.884,63.16,0.641,-0.229,0.937,1,0,0,0,0,0,0,0,0,0
10.136,0.836,63.52,0.7,-0.167,0.924,1,0,0,0,0,0,0,0,0,0
10.112,0.855,63.88,0.63,-0.203,0.926,1,0,0,0,0,0,0,0,0,0
9.975,0.807,64.24,0.437,-0.18,0.942,1,0,0,0,0,0,0,0,0,0
10.029,0.836,64.86,0.564,-0.002,0.934,1,0,0,0,0,0,0,0,0,0
10.082,0.851,65.12,0.564,-0.038,0.895,1,0,0,0,0,0,0,0,0,0
10.116,0.834,65.38,0.631,-0.073,0.837,1,0,0,0,0,0,0,0,0,0
10.144,0.881,65.64,0.671,-0.043,0.804,1,0,0,0,0,0,0,0,0,0
10.185,0.879,65.9,0.656,-0.077,0.808,1,0,0,0,0,0,0,0,0,0
10.211,0.917,66.2,0.685,-0.156,0.868,1,0,0,0,0,0,0,0,0,0
10.257,0.895,66.5,0.7,-0.154,0.798,1,0,0,0,0,0,0,0,0,0
10.307,0.913,66.8,0.608,-0.212,0.799,1,0,0,0,0,0,0,0,0,0
10.336,0.936,67.1,0.698,-0.194,0.789,1,0,0,0,0,0,0,0,0,0
10.3,0.928,67.4,0.82,-0.078,0.809,1,0,0,0,0,0,0,0,0,0
9.565,0.796,64.6,0.703,0.0029999999999999,0.945,0,0,0,0,1,0,0,0,0,0
9.568,0.853,64.72,0.67,0.069,0.902,0,0,0,0,1,0,0,0,0,0
9.743,0.717,64.96,0.524,0.035,0.927,0,0,0,0,1,0,0,0,0,0
9.83,0.736,65.08,0.665,0.071,0.937,0,0,0,0,1,0,0,0,0,0
9.878,0.721,65.2,0.678,0.073,0.949,0,0,0,0,1,0,0,0,0,0
9.838,0.733,65.28,0.657,0.006,0.911,0,0,0,0,1,0,0,0,0,0
9.8,0.713,65.36,0.621,-0.006,0.856,0,0,0,0,1,0,0,0,0,0
9.772,0.708,65.44,0.655,-0.004,0.921,0,0,0,0,1,0,0,0,0,0
9.739,0.759,65.52,0.657,-0.012,0.939,0,0,0,0,1,0,0,0,0,0
9.699,0.742,65.6,0.597,0.073,0.889,0,0,0,0,1,0,0,0,0,0
9.687,0.828,66.1,0.657,0.031,0.853,0,0,0,0,1,0,0,0,0,0
9.681,0.777,66.6,0.605,-0.074,0.911,0,0,0,0,1,0,0,0,0,0
9.656,0.829,67.1,0.607,-0.066,0.907,0,0,0,0,1,0,0,0,0,0
9.597,0.866,67.6,0.447,-0.081,0.89,0,0,0,0,1,0,0,0,0,0
7.777,0.824,45.74,0.618,-0.087,0.768,0,0,0,0,0,0,0,0,1,0
7.953,0.798,46.6,0.729,-0.099,0.743,0,0,0,0,0,0,0,0,1,0
7.931,0.769,47.3,0.757,-0.145,0.797,0,0,0,0,0,0,0,0,1,0
7.926,0.79,48.7,0.716,-0.131,0.915,0,0,0,0,0,0,0,0,1,0
7.196,0.594,49.14,0.79,0.115,0.776,0,0,0,0,0,0,0,0,1,0
7.223,0.619,49.96,0.724,-0.035,0.84,0,0,0,0,0,0,0,0,1,0
7.258,0.827,51.6,0.819,-0.038,0.818,0,0,0,0,0,0,0,0,1,0
7.391,0.708,53.28,0.59,-0.03,0.869,0,0,0,0,0,0,0,0,1,0
7.365,0.638,53.7,0.671,-0.061,0.903,0,0,0,0,0,0,0,0,1,0
7.324,0.643,54.5,0.763,0.033,0.901,0,0,0,0,0,0,0,0,1,0
7.324,0.685,55.3,0.733,-0.012,0.867,0,0,0,0,0,0,0,0,1,0
7.311,0.727,56.1,0.766,0.05,0.868,0,0,0,0,0,0,0,0,1,0
7.264,0.712,56.9,0.706,0.051,0.828,0,0,0,0,0,0,0,0,1,0
9.842,0.855,62.66,0.712,-0.032,0.791,0,0,0,0,1,0,0,0,0,0
9.308,0.868,62.3,0.775,-0.044,0.6926,0,0,0,0,1,0,0,0,0,0
9.268,0.876,62.3,0.822,-0.089,0.6926,0,0,0,0,1,0,0,0,0,0
9.491,0.823,62.3,0.779,-0.019,0.673,0,0,0,0,1,0,0,0,0,0
9.617,0.824,62.3,0.781,-0.101,0.646,0,0,0,0,1,0,0,0,0,0
9.627,0.827,62.3,0.762,-0.073,0.686,0,0,0,0,1,0,0,0,0,0
10.046,0.93,63.14,0.567,-0.295,0.967,1,0,0,0,0,0,0,0,0,0
10.163,0.941,63.48,0.59,-0.282,0.966,1,0,0,0,0,0,0,0,0,0
10.199,0.914,63.82,0.621,-0.259,0.961,1,0,0,0,0,0,0,0,0,0
10.05,0.933,64.16,0.496,-0.303,0.979,1,0,0,0,0,0,0,0,0,0
10.085,0.882,64.5,0.519,-0.275,0.962,1,0,0,0,0,0,0,0,0,0
10.167,0.911,64.7,0.566,-0.148,0.964,1,0,0,0,0,0,0,0,0,0
10.218,0.919,64.9,0.503,-0.273,0.957,1,0,0,0,0,0,0,0,0,0
10.263,0.913,65.1,0.556,-0.237,0.936,1,0,0,0,0,0,0,0,0,0
10.306,0.908,65.3,0.508,-0.263,0.956,1,0,0,0,0,0,0,0,0,0
10.335,0.929,65.5,0.641,-0.254,0.924,1,0,0,0,0,0,0,0,0,0
10.373,0.938,66.1,0.614,-0.266,0.949,1,0,0,0,0,0,0,0,0,0
10.429,0.926,66.7,0.749,-0.174,0.79,1,0,0,0,0,0,0,0,0,0
10.474,0.929,67.3,0.699,-0.237,0.852,1,0,0,0,0,0,0,0,0,0
10.518,0.918,67.9,0.78,-0.251,0.783,1,0,0,0,0,0,0,0,0,0
10.504,0.953,68.5,0.824,-0.122,0.829,1,0,0,0,0,0,0,0,0,0
11.562,0.939,71.44,0.939,0.127,0.432,0,0,0,0,0,0,0,0,0,1
11.592,0.952,71.7,0.908,0.096,0.423,0,0,0,0,0,0,0,0,0,1
11.595,0.934,71.88,0.962,0.106,0.388,0,0,0,0,0,0,0,0,0,1
11.567,0.914,72.06,0.917,0.059,0.403,0,0,0,0,0,0,0,0,0,1
11.58,0.917,72.24,0.79,-0.054,0.301,0,0,0,0,0,0,0,0,0,1
11.598,0.875,72.42,0.938,0.106,0.366,0,0,0,0,0,0,0,0,0,1
11.617,0.934,72.6,0.932,0.052,0.375,0,0,0,0,0,0,0,0,0,1
11.64,0.941,72.6,0.882,0.019,0.356,0,0,0,0,0,0,0,0,0,1
11.634,0.905,72.6,0.903,0.044,0.33,0,0,0,0,0,0,0,0,0,1
11.645,0.902,72.6,0.884,-0.022,0.385,0,0,0,0,0,0,0,0,0,1
11.648,0.912,72.6,0.93,-0.045,0.39,0,0,0,0,0,0,0,0,0,1
7.376,0.711,54.04,0.5192727272727272,-0.039,0.8333636363636363,0,0,0,0,0,0,0,0,1,0
7.439,0.776,54.92,0.332,-0.099,0.773,0,0,0,0,0,0,0,0,1,0
7.336,0.818,56.22,0.546,-0.062,0.897,0,0,0,0,0,0,0,0,1,0
7.339,0.673,56.64,0.487,-0.055,0.854,0,0,0,0,0,0,0,0,1,0
7.334,0.673,57.06,0.48,-0.019,0.868,0,0,0,0,0,0,0,0,1,0
7.34,0.655,57.48,0.529,-0.023,0.791,0,0,0,0,0,0,0,0,1,0
7.344,0.647,57.9,0.545,-0.041,0.861,0,0,0,0,0,0,0,0,1,0
7.356,0.746,58.3,0.57,-0.069,0.864,0,0,0,0,0,0,0,0,1,0
7.368,0.626,58.7,0.57,-0.033,0.847,0,0,0,0,0,0,0,0,1,0
7.386,0.666,59.1,0.551,0.003,0.889,0,0,0,0,0,0,0,0,1,0
7.406,0.701,59.5,0.55,-0.012,0.72,0,0,0,0,0,0,0,0,1,0
6.678,0.554,44.88,0.767,0.2,0.676,0,0,0,0,0,0,0,0,1,0
6.742,0.6,46.26,0.91,0.202,0.691,0,0,0,0,0,0,0,0,1,0
6.838,0.718,49.02,0.879,0.176,0.689,0,0,0,0,0,0,0,0,1,0
6.895,0.613,51.42,0.733,0.099,0.853,0,0,0,0,0,0,0,0,1,0
6.885,0.604,52.44,0.637,0.169,0.886,0,0,0,0,0,0,0,0,1,0
6.907,0.563,53.46,0.752,0.078,0.857,0,0,0,0,0,0,0,0,1,0
6.935,0.512,54.48,0.786,0.061,0.824,0,0,0,0,0,0,0,0,1,0
6.935,0.494,55.5,0.801,0.058,0.835,0,0,0,0,0,0,0,0,1,0
6.932,0.524,56.2,0.81,0.066,0.824,0,0,0,0,0,0,0,0,1,0
6.945,0.555,56.9,0.848,0.025,0.735,0,0,0,0,0,0,0,0,1,0
6.949,0.528,57.6,0.799,0.073,0.766,0,0,0,0,0,0,0,0,1,0
6.966,0.549,58.3,0.765,0.004,0.68,0,0,0,0,0,0,0,0,1,0
9.839,0.866,64.96,0.837,0.201,0.74,0,0,0,0,0,0,0,1,0,0
9.881,0.871,65.12,0.844,0.089,0.799,0,0,0,0,0,0,0,1,0,0
9.909,0.803,65.28,0.78,0.044,0.884,0,0,0,0,0,0,0,1,0,0
9.875,0.792,65.44,0.874,-0.009,0.858,0,0,0,0,0,0,0,1,0,0
9.93,0.839,65.6,0.769,0.032,0.844,0,0,0,0,0,0,0,1,0,0
9.966,0.77,65.76,0.84,-0.016,0.842,0,0,0,0,0,0,0,1,0,0
10.005,0.841,65.92,0.848,0.017,0.847,0,0,0,0,0,0,0,1,0,0
10.037,0.831,66.08,0.791,0.264,0.755,0,0,0,0,0,0,0,1,0,0
10.082,0.863,66.24,0.808,0.239,0.845,0,0,0,0,0,0,0,1,0,0
10.118,0.818,66.4,0.675,0.222,0.838,0,0,0,0,0,0,0,1,0,0
10.223,0.789,67.0,0.875,0.127,0.894,0,0,0,0,0,0,0,1,0,0
10.252,0.842,67.2,0.916,0.123,0.782,0,0,0,0,0,0,0,1,0,0
9.826,0.913,70.6,0.855,0.024,0.825,0,0,0,0,0,0,1,0,0,0
7.593,0.761,45.92,0.555,-0.072,0.761,0,0,0,0,0,0,0,0,1,0
7.607,0.747,47.16,0.495,-0.012,0.918,0,0,0,0,0,0,0,0,1,0
7.622,0.733,47.78,0.634,0.008,0.819,0,0,0,0,0,0,0,0,1,0
7.642,0.751,48.4,0.749,-0.028,0.811,0,0,0,0,0,0,0,0,1,0
7.643,0.796,48.76,0.823,-0.101,0.726,0,0,0,0,0,0,0,0,1,0
7.605,0.823,49.12,0.704,-0.088,0.787,0,0,0,0,0,0,0,0,1,0
7.599,0.82,49.48,0.665,-0.053,0.755,0,0,0,0,0,0,0,0,1,0
7.638,0.843,49.84,0.652,-0.037,0.658,0,0,0,0,0,0,0,0,1,0
7.669,0.83,50.2,0.634,-0.068,0.8,0,0,0,0,0,0,0,0,1,0
7.695,0.836,50.7,0.696,-0.07,0.862,0,0,0,0,0,0,0,0,1,0
7.718,0.741,51.2,0.753,-0.069,0.863,0,0,0,0,0,0,0,0,1,0
7.733,0.692,51.7,0.737,-0.034,0.793,0,0,0,0,0,0,0,0,1,0
7.752,0.755,52.2,0.67,-0.038,0.846,0,0,0,0,0,0,0,0,1,0
10.331,0.916,71.38,0.803,0.464,0.6665000000000001,0,0,0,0,0,0,0,0,0,1
10.361,0.908,71.6,0.802,0.287,0.6665000000000001,0,0,0,0,0,0,0,0,0,1
10.37,0.923,71.72,0.882,0.296,0.6665000000000001,0,0,0,0,0,0,0,0,0,1
10.389,0.922,71.84,0.861,0.352,0.6665000000000001,0,0,0,0,0,0,0,0,0,1
10.422,0.942,71.96,0.909,0.41,0.6665000000000001,0,0,0,0,0,0,0,0,0,1
10.486,0.941,72.08,0.904,0.404,0.67,0,0,0,0,0,0,0,0,0,1
10.566,0.919,72.2,0.912,0.347,0.664,0,0,0,0,0,0,0,0,0,1
10.599,0.93,72.2,0.916,0.345,0.696,0,0,0,0,0,0,0,0,0,1
10.635,0.937,72.2,0.924,0.253,0.69,0,0,0,0,0,0,0,0,0,1
10.67,0.932,72.2,0.927,0.179,0.595,0,0,0,0,0,0,0,0,0,1
10.677,0.922,72.2,0.924,0.087,0.689,0,0,0,0,0,0,0,0,0,1
10.515,0.938,72.2,0.931,0.2964166666666667,0.675,0,0,0,0,0,0,0,0,0,1
8.533,0.682,53.66,0.573,-0.072,0.586,0,0,0,0,0,0,0,0,1,0
8.501,0.67,53.94,0.593,-0.018,0.841,0,0,0,0,0,0,0,0,1,0
8.473,0.819,54.22,0.735,0.039,0.848,0,0,0,0,0,0,0,0,1,0
8.47,0.857,54.5,0.669,0.055,0.727,0,0,0,0,0,0,0,0,1,0
8.481,0.75,54.82,0.567,0.052,0.747,0,0,0,0,0,0,0,0,1,0
8.495,0.763,55.14,0.487,-0.021,0.707,0,0,0,0,0,0,0,0,1,0
8.506,0.741,55.46,0.603,-0.079,0.676,0,0,0,0,0,0,0,0,1,0
8.519,0.853,55.78,0.468,-0.054,0.589,0,0,0,0,0,0,0,0,1,0
8.542,0.875,56.1,0.447,0.055,0.715,0,0,0,0,0,0,0,0,1,0
8.526,0.785,56.4,0.467,-0.175,0.842,0,0,0,0,0,0,0,0,1,0
8.533,0.779,56.7,0.527,-0.153,0.777,0,0,0,0,0,0,0,0,1,0
8.526,0.802,57.0,0.467,-0.112,0.711,0,0,0,0,0,0,0,0,1,0
8.556,0.798,57.3,0.628,-0.102,0.743,0,0,0,0,0,0,0,0,1,0
9.767,0.8,64.7,0.848,0.191,0.847,0,0,0,0,0,0,0,0,1,0
9.865,0.785,65.3,0.824,0.176,0.879,0,0,0,0,0,0,0,0,1,0
9.935,0.836,65.8,0.819,0.139,0.891,0,0,0,0,0,0,0,0,1,0
9.972,0.91,66.1,0.912,0.087,0.818,0,0,0,0,0,0,0,0,1,0
10.008,0.909,66.4,0.867,-0.073,0.785,0,0,0,0,0,0,0,0,1,0
10.043,0.913,66.7,0.893,-0.053,0.81,0,0,0,0,0,0,0,0,1,0
9.972,0.893,67.0,0.843,-0.037,0.772,0,0,0,0,0,0,0,0,1,0
9.788,0.903,66.2,0.814,-0.1260666666666666,0.764,0,0,0,1,0,0,0,0,0,0
9.825,0.879,66.32,0.67,-0.095,0.747,0,0,0,1,0,0,0,0,0,0
9.821,0.876,66.38,0.677,-0.128,0.785,0,0,0,1,0,0,0,0,0,0
9.752,0.868,66.44,0.682,-0.076,0.764,0,0,0,1,0,0,0,0,0,0
9.788,0.876,66.5,0.778,-0.048,0.693,0,0,0,1,0,0,0,0,0,0
9.81,0.824,66.68,0.831,-0.099,0.698,0,0,0,1,0,0,0,0,0,0
9.832,0.767,66.86,0.788,-0.093,0.633,0,0,0,1,0,0,0,0,0,0
9.832,0.759,67.04,0.739,-0.165,0.615,0,0,0,1,0,0,0,0,0,0
9.847,0.782,67.22,0.779,-0.094,0.63,0,0,0,1,0,0,0,0,0,0
9.867,0.761,67.4,0.719,-0.152,0.708,0,0,0,1,0,0,0,0,0,0
9.884,0.893,67.7,0.752,-0.153,0.809,0,0,0,1,0,0,0,0,0,0
9.893,0.8,68.0,0.861,-0.202,0.801,0,0,0,1,0,0,0,0,0,0
9.903,0.858,68.3,0.816,-0.179,0.809,0,0,0,1,0,0,0,0,0,0
9.891,0.852,68.6,0.903,-0.141,0.809,0,0,0,1,0,0,0,0,0,0
9.782,0.779,68.9,0.873,-0.119,0.778,0,0,0,1,0,0,0,0,0,0
8.936,0.812,60.58,0.554,-0.164,0.926,0,1,0,0,0,0,0,0,0,0
8.968,0.804,60.76,0.696,-0.186,0.93,0,1,0,0,0,0,0,0,0,0
9.045,0.872,60.94,0.641,-0.056,0.926,0,1,0,0,0,0,0,0,0,0
8.984,0.856,61.12,0.551,-0.099,0.925,0,1,0,0,0,0,0,0,0,0
9.054,0.847,61.3,0.598,-0.088,0.929,0,1,0,0,0,0,0,0,0,0
9.111,0.869,61.62,0.628,-0.082,0.957,0,1,0,0,0,0,0,0,0,0
9.105,0.826,61.94,0.602,-0.05,0.955,0,1,0,0,0,0,0,0,0,0
9.192,0.803,62.26,0.658,-0.069,0.941,0,1,0,0,0,0,0,0,0,0
9.241,0.805,62.58,0.623,-0.113,0.925,0,1,0,0,0,0,0,0,0,0
9.246,0.84,62.9,0.595,-0.09,0.943,0,1,0,0,0,0,0,0,0,0
9.3,0.837,63.6,0.557,-0.047,0.969,0,1,0,0,0,0,0,0,0,0
9.363,0.831,64.3,0.553,-0.053,0.926,0,1,0,0,0,0,0,0,0,0
9.423,0.892,65.0,0.824,-0.084,0.929,0,1,0,0,0,0,0,0,0,0
9.475,0.809,65.7,0.784,-0.092,0.884,0,1,0,0,0,0,0,0,0,0
9.462,0.874,66.4,0.859,-0.058,0.941,0,1,0,0,0,0,0,0,0,0
8.833,0.881,58.82,0.781,0.064,0.918,0,0,1,0,0,0,0,0,0,0
8.904,0.92,59.28,0.484,0.068,0.962,0,0,1,0,0,0,0,0,0,0
8.92,0.904,60.2,0.631,0.099,0.928,0,0,1,0,0,0,0,0,0,0
9.061,0.948,60.5,0.7,0.151,0.931,0,0,1,0,0,0,0,0,0,0
9.158,0.919,60.8,0.688,0.107,0.932,0,0,1,0,0,0,0,0,0,0
9.248,0.935,61.1,0.748,0.136,0.928,0,0,1,0,0,0,0,0,0,0
9.304,0.943,61.4,0.752,0.146,0.909,0,0,1,0,0,0,0,0,0,0
9.308,0.906,61.7,0.686,0.173,0.9,0,0,1,0,0,0,0,0,0,0
9.3,0.947,61.9,0.76,0.09,0.9,0,0,1,0,0,0,0,0,0,0
9.334,0.924,62.1,0.675,0.119,0.865,0,0,1,0,0,0,0,0,0,0
9.386,0.942,62.3,0.696,0.054,0.849,0,0,1,0,0,0,0,0,0,0
9.418,0.946,62.5,0.711,0.149,0.873,0,0,1,0,0,0,0,0,0,0
9.396,0.918,62.7,0.718,0.141,0.843,0,0,1,0,0,0,0,0,0,0
9.693,0.832,66.2,0.512,-0.134,0.815,1,0,0,0,0,0,0,0,0,0
9.699,0.816,66.8,0.556,-0.101,0.838,1,0,0,0,0,0,0,0,0,0
9.724,0.805,67.1,0.552,-0.206,0.757,1,0,0,0,0,0,0,0,0,0
9.755,0.818,67.26,0.546,-0.226,0.762,1,0,0,0,0,0,0,0,0,0
9.726,0.704,67.42,0.462,-0.192,0.755,1,0,0,0,0,0,0,0,0,0
9.76,0.736,67.58,0.502,-0.176,0.693,1,0,0,0,0,0,0,0,0,0
9.777,0.863,67.74,0.503,0.097,0.768,1,0,0,0,0,0,0,0,0,0
9.81,0.74,67.9,0.583,-0.144,0.781,1,0,0,0,0,0,0,0,0,0
9.839,0.866,68.1,0.569,-0.087,0.849,1,0,0,0,0,0,0,0,0,0
9.885,0.881,68.3,0.626,-0.083,0.756,1,0,0,0,0,0,0,0,0,0
9.934,0.856,68.5,0.626,-0.051,0.769,1,0,0,0,0,0,0,0,0,0
9.97,0.832,68.7,0.694,-0.105,0.82,1,0,0,0,0,0,0,0,0,0
9.913,0.887,68.9,0.802,0.06,0.845,1,0,0,0,0,0,0,0,0,0
8.746,0.621,63.5,0.663,-0.162,0.9,0,0,0,0,1,0,0,0,0,0
8.783,0.833,63.8,0.579,-0.218,0.875,0,0,0,0,1,0,0,0,0,0
8.799,0.676,64.1,0.757,-0.187,0.845,0,0,0,0,1,0,0,0,0,0
8.829,0.597,64.4,0.572,-0.21,0.771,0,0,0,0,1,0,0,0,0,0
8.872,0.606,65.0,0.713,-0.228,0.842,0,0,0,0,1,0,0,0,0,0
8.869,0.655,65.3,0.817,-0.237,0.717,0,0,0,0,1,0,0,0,0,0
8.898,0.641,65.6,0.814,-0.216,0.841,0,0,0,0,1,0,0,0,0,0
8.914,0.554,65.9,0.773,-0.234,0.843,0,0,0,0,1,0,0,0,0,0
8.925,0.535,66.2,0.757,-0.244,0.757,0,0,0,0,1,0,0,0,0,0
8.871,0.553,66.5,0.819,-0.229,0.803,0,0,0,0,1,0,0,0,0,0
6.776,0.879,44.8,0.684,0.041,0.758,0,0,0,0,0,0,0,0,1,0
6.823,0.748,45.5,0.643,0.074,0.854,0,0,0,0,0,0,0,0,1,0
6.865,0.756,46.2,0.514,0.006,0.864,0,0,0,0,0,0,0,0,1,0
6.979,0.818,48.32,0.639,-0.024,0.719,0,0,0,0,0,0,0,0,1,0
7.141,0.666,51.2,0.813,0.089,0.632,0,0,0,0,0,0,0,0,1,0
7.157,0.678,53.2,0.823,-0.03,0.682,0,0,0,0,0,0,0,0,1,0
7.162,0.738,54.2,0.897,0.049,0.691,0,0,0,0,0,0,0,0,1,0
7.155,0.742,55.2,0.87,0.073,0.682,0,0,0,0,0,0,0,0,1,0
8.158,0.612,57.02,0.691,0.645,0.695,0,0,0,0,0,0,0,1,0,0
8.23,0.757,57.38,0.775,0.689,0.638,0,0,0,0,0,0,0,1,0,0
8.299,0.774,57.74,0.8381111111111111,0.698,0.592,0,0,0,0,0,0,0,1,0,0
8.359,0.752,58.1,0.808,0.688,0.633,0,0,0,0,0,0,0,1,0,0
8.408,0.793,58.4,0.877,0.679,0.607,0,0,0,0,0,0,0,1,0,0
8.464,0.795,58.7,0.886,0.65,0.619,0,0,0,0,0,0,0,1,0,0
8.523,0.774,59.0,0.906,0.49,0.647,0,0,0,0,0,0,0,1,0,0
8.545,0.763,59.3,0.899,0.561,0.682,0,0,0,0,0,0,0,1,0,0
8.554,0.796,59.6,0.825,0.47,0.647,0,0,0,0,0,0,0,1,0,0
9.059,0.828,49.68,0.781,-0.101,0.839,0,0,0,0,0,0,0,0,1,0
9.232,0.763,55.16,0.849,-0.183,0.79,0,0,0,0,0,0,0,0,1,0
9.215,0.828,56.2,0.81,-0.19,0.831,0,0,0,0,0,0,0,0,1,0
9.204,0.864,56.5,0.754,-0.169,0.846,0,0,0,0,0,0,0,0,1,0
9.173,0.845,56.8,0.739,-0.174,0.879,0,0,0,0,0,0,0,0,1,0
9.104,0.741,57.1,0.666,-0.104,0.81,0,0,0,0,0,0,0,0,1,0
7.616,0.874,57.2,0.689,0.1461428571428571,0.897,0,0,0,0,0,0,1,0,0,0
7.638,0.787,57.7,0.413,0.317,0.891,0,0,0,0,0,0,1,0,0,0
7.686,0.818,58.2,0.618,0.291,0.9,0,0,0,0,0,0,1,0,0,0
7.723,0.813,58.7,0.616,0.044,0.95,0,0,0,0,0,0,1,0,0,0
7.765,0.779,59.2,0.519,0.092,0.911,0,0,0,0,0,0,1,0,0,0
7.797,0.741,59.4,0.525,-0.01,0.935,0,0,0,0,0,0,1,0,0,0
7.846,0.734,59.6,0.638,0.07,0.883,0,0,0,0,0,0,1,0,0,0
7.889,0.74,59.8,0.722,0.151,0.877,0,0,0,0,0,0,1,0,0,0
7.948,0.786,60.0,0.712,0.121,0.841,0,0,0,0,0,0,1,0,0,0
7.976,0.748,60.2,0.763,0.227,0.824,0,0,0,0,0,0,1,0,0,0
7.973,0.837,61.3,0.839,0.168,0.817,0,0,0,0,0,0,1,0,0,0
8.039,0.816,62.4,0.845,0.134,0.77,0,0,0,0,0,0,1,0,0,0
8.087,0.768,63.5,0.77,0.122,0.742,0,0,0,0,0,0,1,0,0,0
8.136,0.772,64.6,0.79,0.167,0.712,0,0,0,0,0,0,1,0,0,0
10.814,0.947,70.4,0.901,0.2691428571428571,0.571,0,0,0,0,0,0,0,0,0,1
10.881,0.944,70.8,0.896,0.344,0.445,0,0,0,0,0,0,0,0,0,1
10.899,0.944,71.0,0.883,0.365,0.419,0,0,0,0,0,0,0,0,0,1
10.864,0.957,71.4,0.921,0.349,0.399,0,0,0,0,0,0,0,0,0,1
10.875,0.938,71.52,0.925,0.336,0.359,0,0,0,0,0,0,0,0,0,1
10.861,0.939,71.64,0.877,0.288,0.434,0,0,0,0,0,0,0,0,0,1
10.857,0.925,71.76,0.919,0.305,0.505,0,0,0,0,0,0,0,0,0,1
10.867,0.909,71.88,0.91,0.331,0.457,0,0,0,0,0,0,0,0,0,1
10.882,0.879,72.0,0.904,0.261,0.412,0,0,0,0,0,0,0,0,0,1
10.899,0.926,72.1,0.907,0.239,0.433,0,0,0,0,0,0,0,0,0,1
10.921,0.937,72.2,0.92,0.25,0.363,0,0,0,0,0,0,0,0,0,1
10.941,0.939,72.3,0.92,0.161,0.371,0,0,0,0,0,0,0,0,0,1
10.953,0.941,72.4,0.886,0.213,0.36,0,0,0,0,0,0,0,0,0,1
10.901,0.944,72.5,0.935,0.151,0.281,0,0,0,0,0,0,0,0,0,1
10.526,0.946,71.2,0.932,0.312,0.224,0,0,0,0,0,1,0,0,0,0
10.546,0.967,71.4,0.878,0.279,0.295,0,0,0,0,0,1,0,0,0,0
10.528,0.944,71.6,0.893,0.298,0.334,0,0,0,0,0,1,0,0,0,0
10.52,0.976,72.0,0.918,0.254,0.321,0,0,0,0,0,1,0,0,0,0
10.536,0.954,72.12,0.935,0.284,0.269,0,0,0,0,0,1,0,0,0,0
10.553,0.93,72.24,0.902,0.287,0.289,0,0,0,0,0,1,0,0,0,0
10.571,0.958,72.36,0.944,0.237,0.312,0,0,0,0,0,1,0,0,0,0
10.592,0.942,72.48,0.932,0.348,0.273,0,0,0,0,0,1,0,0,0,0
10.608,0.987,72.6,0.942,0.329,0.186,0,0,0,0,0,1,0,0,0,0
10.623,0.937,72.8,0.927,0.266,0.278,0,0,0,0,0,1,0,0,0,0
10.633,0.955,73.0,0.942,0.294,0.222,0,0,0,0,0,1,0,0,0,0
10.66,0.954,73.2,0.949,0.12,0.207,0,0,0,0,0,1,0,0,0,0
10.666,0.939,73.4,0.912,0.157,0.234,0,0,0,0,0,1,0,0,0,0
10.6,0.952,73.6,0.918,0.125,0.283,0,0,0,0,0,1,0,0,0,0
8.398,0.877,64.14,0.745,0.01,0.844,0,0,0,1,0,0,0,0,0,0
8.434,0.866,64.48,0.836,0.14,0.826,0,0,0,1,0,0,0,0,0,0
8.454,0.857,64.82,0.791,0.076,0.819,0,0,0,1,0,0,0,0,0,0
8.407,0.835,65.16,0.746,0.07,0.794,0,0,0,1,0,0,0,0,0,0
8.436,0.863,65.5,0.792,0.018,0.802,0,0,0,1,0,0,0,0,0,0
8.484,0.8,65.72,0.779,-0.02,0.76,0,0,0,1,0,0,0,0,0,0
8.534,0.894,65.94,0.85,0.017,0.644,0,0,0,1,0,0,0,0,0,0
8.569,0.868,66.16,0.859,0.039,0.636,0,0,0,1,0,0,0,0,0,0
8.602,0.839,66.38,0.817,0.104,0.699,0,0,0,1,0,0,0,0,0,0
8.636,0.827,66.6,0.809,0.077,0.728,0,0,0,1,0,0,0,0,0,0
8.668,0.853,66.9,0.717,0.039,0.731,0,0,0,1,0,0,0,0,0,0
